730 0.00 730 0.0 730 0.0 730 0.0
740 0.00 745 0.0 746 0.0 752 0.0
741 0.00 746 0.0 747 0.0 753 0.0
742 0.00 747 1.85 748 0.52 754 0.31
743 0.14 748 59.82 749 34.17 755 11.69
744 27.16 749 38.56 750 63.52 756 75.61
745 69.10 750 0.49 751 2.74 757 13.25
746 4.27 751 0.00 752 0.26 758 0.16
747 0.14 752 0.00 753 0.00 759 0.00
748 0.00 753 0.00 754 0.00 760 0.00
770 0.00 770 0.00 770 0.00 770 0.00
